Draw Number,P(Ti),P(Tv),P(mutS)
1,0.4999273,0.416641,0.0834317
2,0.5373233,0.3792342,0.0834425
3,0.5749681,0.3416799,0.083352
4,0.6128162,0.3039806,0.0832032
5,0.6499073,0.2666419,0.0834508
6,0.6874016,0.2291138,0.0834846
7,0.7250482,0.1930142,0.0819376
8,0.7625165,0.1592283,0.0782552
9,0.7985623,0.1301489,0.0712888
10,0.8317876,0.106035,0.0621774
11,0.8609922,0.0871385,0.0518693
12,0.8857417,0.0727159,0.0415424
13,0.9056367,0.0621972,0.0321661
14,0.9213728,0.054501,0.0241262
15,0.9331484,0.0491968,0.0176548
16,0.9420428,0.045407,0.0125502
17,0.9486083,0.0426307,0.008761
18,0.9533168,0.0407364,0.0059468
19,0.9564651,0.0395227,0.0040122
20,0.9589125,0.038412,0.0026755
21,0.9607239,0.0375488,0.0017273
22,0.9619708,0.0369363,0.0010929
23,0.9629803,0.0363142,0.0007055
24,0.9637518,0.0357972,0.000451
25,0.9644237,0.0353076,0.0002687
26,0.9650322,0.0348009,0.0001669
27,0.965653,0.0342442,0.0001028
28,0.9661034,0.0338335,6.31e-05
29,0.9665746,0.0333901,3.53e-05
30,0.9669527,0.033023,2.43e-05
31,0.9674871,0.0324983,1.46e-05
32,0.9679723,0.0320201,7.6e-06
33,0.9684405,0.0315538,5.7e-06
34,0.9688429,0.0311547,2.4e-06
35,0.9692558,0.0307428,1.4e-06
36,0.9697495,0.0302497,8e-07
37,0.9702298,0.0297694,8e-07
38,0.9706783,0.0293217,0.0
39,0.9711514,0.0288482,4e-07
40,0.9716269,0.028373,1e-07
41,0.9720557,0.0279442,1e-07
42,0.9510398,0.0489602,0.0
43,0.8869983,0.1130017,0.0
44,0.7790719,0.2209281,0.0
45,0.6400671,0.3599329,0.0
46,0.4846706,0.5153294,0.0
