Draw Number,P(Ti),P(Tv),P(mutS)
1,0.4001177,0.4799496,0.1199327
2,0.4659831,0.4139268,0.1200901
3,0.5320588,0.3480403,0.1199009
4,0.597995,0.2818924,0.1201126
5,0.663885,0.2160471,0.1200679
6,0.7309961,0.1583886,0.1106153
7,0.7934696,0.114357,0.0921734
8,0.8463907,0.0842286,0.0693807
9,0.8865525,0.064757,0.0486905
10,0.9151758,0.0527871,0.0320371
11,0.9344076,0.0456586,0.0199338
12,0.9465236,0.0415484,0.011928
13,0.9540987,0.0390314,0.0068699
14,0.9585765,0.0375778,0.0038457
15,0.9613941,0.0365062,0.0020997
16,0.9631808,0.0356978,0.0011214
17,0.9643224,0.0350874,0.0005902
18,0.9652371,0.0344571,0.0003058
19,0.965988,0.0338613,0.0001507
20,0.9665635,0.0333601,7.64e-05
21,0.96727,0.0326891,4.09e-05
22,0.9677269,0.0322538,1.93e-05
23,0.9682665,0.0317248,8.7e-06
24,0.9688583,0.0311369,4.8e-06
25,0.9694425,0.0305556,1.9e-06
26,0.9698079,0.0301913,8e-07
27,0.9704092,0.0295902,6e-07
28,0.9709587,0.0290413,0.0
29,0.9714518,0.028548,2e-07
30,0.972008,0.027992,0.0
31,0.9724857,0.0275143,0.0
32,0.9730116,0.0269884,0.0
33,0.9735195,0.0264805,0.0
34,0.9740565,0.0259435,0.0
35,0.9745433,0.0254567,0.0
36,0.9750282,0.0249718,0.0
37,0.9755128,0.0244872,0.0
38,0.975982,0.024018,0.0
39,0.9765306,0.0234694,0.0
40,0.9770479,0.0229521,0.0
41,0.9775512,0.0224488,0.0
42,0.9779407,0.0220593,0.0
43,0.9544205,0.0455795,0.0
44,0.8814814,0.1185186,0.0
45,0.7567076,0.2432924,0.0
46,0.5950641,0.4049359,0.0
