Draw Number,P(Ti),P(Tv),P(mutS)
1,0.6398865,0.2879854,0.0721281
2,0.6624484,0.2656151,0.0719365
3,0.6848633,0.2431911,0.0719456
4,0.7068684,0.2211076,0.072024
5,0.7293902,0.1986378,0.071972
6,0.751696,0.176722,0.071582
7,0.7739487,0.1558568,0.0701945
8,0.7962178,0.1362851,0.0674971
9,0.8176242,0.1188657,0.0635101
10,0.8384798,0.1031954,0.0583248
11,0.8576294,0.0897558,0.0526148
12,0.8750777,0.078785,0.0461373
13,0.890574,0.0694976,0.0399284
14,0.9042614,0.0619554,0.0337832
15,0.9160938,0.0557125,0.0281937
16,0.9258641,0.0509103,0.0232256
17,0.9340898,0.0471509,0.0187593
18,0.9409656,0.043973,0.0150614
19,0.9466134,0.0414611,0.0119255
20,0.9511625,0.0394488,0.0093887
21,0.9550544,0.0377072,0.0072384
22,0.9579719,0.0364212,0.0056069
23,0.9605502,0.0351524,0.0042974
24,0.962505,0.0342234,0.0032716
25,0.9641113,0.033415,0.0024737
26,0.9655669,0.0325887,0.0018444
27,0.9667327,0.0318839,0.0013834
28,0.9677691,0.0312152,0.0010157
29,0.9687322,0.0305192,0.0007486
30,0.9695633,0.0298972,0.0005395
31,0.9702236,0.0293717,0.0004047
32,0.9709178,0.0287886,0.0002936
33,0.9716369,0.0281478,0.0002153
34,0.9721666,0.0276785,0.0001549
35,0.9728003,0.0270875,0.0001122
36,0.973332,0.0265908,7.72e-05
37,0.9739172,0.0260271,5.57e-05
38,0.9745116,0.0254491,3.93e-05
39,0.975025,0.0249481,2.69e-05
40,0.9754819,0.0244972,2.09e-05
41,0.9760291,0.0239559,1.5e-05
42,0.9764685,0.023522,9.5e-06
43,0.9514084,0.0485854,6.2e-06
44,0.8736983,0.1262968,4.9e-06
45,0.7411584,0.2588366,5e-06
46,0.5689124,0.4310811,6.5e-06
