#	Simulation	Obj	b0__FREE	gamma__FREE	mult__FREE	r__FREE	t0__FREE
	gen28ind14	131.0577175240062	0.1838525719595584	0.09279538283151098	5513.391380539631	29.339568533429215	0.27647463414276574
	gen28ind7	131.10213265617907	0.1838525719595584	0.09139555483325834	5513.391380539631	29.54110028040584	0.27647463414276574
	gen28ind5	131.11687992473804	0.18491529182183938	0.09171061198005252	5504.034080714679	29.54110028040584	0.3399807990375069
	gen27ind14	131.1244078891953	0.1838525719595584	0.09139555483325834	5504.034080714679	29.339568533429215	0.27647463414276574
	gen27ind3	131.12986413442133	0.1838525719595584	0.09139555483325834	5513.391380539631	29.339568533429215	0.27647463414276574
	gen26ind12	131.12986413442133	0.1838525719595584	0.09139555483325834	5513.391380539631	29.339568533429215	0.27647463414276574
	gen28ind0	131.1404463083093	0.1838525719595584	0.09205969031139476	5578.960910549887	29.341100756081314	0.26581166751141583
	gen27ind13	131.20456407824128	0.1827898520972774	0.09209371149594281	5364.478476403336	27.627683588521187	0.3387775208724595
	gen28ind12	131.20875299835774	0.18492956359119944	0.09139555483325834	5513.391380539631	29.339568533429215	0.27647463414276574
	gen28ind11	131.22292937489553	0.18327066686460736	0.09209371149594281	5513.391380539631	27.896213475917722	0.3624848404208013
	gen28ind8	131.23371745949717	0.1838525719595584	0.09209371149594281	5513.391380539631	28.030747082474434	0.3685915021372337
	gen25ind0	131.23371745949717	0.1838525719595584	0.09209371149594281	5513.391380539631	28.030747082474434	0.3685915021372337
	gen24ind8	131.23371745949717	0.1838525719595584	0.09209371149594281	5513.391380539631	28.030747082474434	0.3685915021372337
	gen28ind9	131.24914998147142	0.1838525719595584	0.0899543724193877	5461.8578002668055	29.339568533429215	0.16722670489115815
	gen24ind12	131.25057344791222	0.18172713223499642	0.09146359720235445	5269.827860148515	27.19530902199778	0.22482348382921685
	gen26ind10	131.2541858546955	0.1816985886962763	0.09209371149594281	5513.391380539631	27.147407609213126	0.3685915021372337
	gen28ind13	131.26352519167068	0.1807084156228963	0.09235181328691429	5494.676780889726	26.747408560564075	0.3701418589387485
	gen27ind5	131.26583275791444	0.1838525719595584	0.09205969031139476	5578.960910549887	28.24502029397327	0.3118701015086498
	gen28ind3	131.27821230326936	0.18436193026560846	0.09209371149594281	5373.8357762282885	27.627683588521187	0.3387775208724595
	gen28ind10	131.28012564354918	0.18105246716777562	0.09065252908207216	5513.391380539631	27.147407609213126	0.3685915021372337
	gen27ind9	131.2810359788521	0.1807084156228963	0.09200273495557205	5494.676780889726	26.747408560564075	0.32408342494151454
